,name,blend_single,classification,price,weight,weight in g,weight in oz,flavornotes,descriptor,roaster,location,roastlevel,roasternotes,process,sub region,harvest time,elevation,producer,varietal
232,Color Wheel,Blends,Syrupy & Smooth,15.0,12.0,340.1942774959533,12.0,none,"A nod to the Specialty Coffee Association's flavor wheel, this blend balances traditional and modern to present a truly vibrant cup. Skip a muddled rainbow and take a spin on this curated color wheel.",Metric,"Chicago, IL",Light-Medium Roast,"One of our more modern espresso variants, Color Wheel is a light blend with flavors spanning the taste spectrum. A nod to the Specialty Coffee Association's flavor wheel, this blend balances the most up-to-date in coffee without sacrificing approachability or deliciousness. Don't taste a muddled rainbow; spin the curated Color Wheel.",Process Washed Natural/Dry Processed,,,,,
236,Colombia San Sebastian,Single Origins,Citrusy & Tart,17.5,12.0,340.1942774959533,12.0,"Acid forward with hints of Citrus, Sweet Vanilla and Nut","Smooth and sweet, nutty and rich. This one is as great with milk as it is on its own. Simply put, it's simply great.",Novo,"Denver, CO",Medium Roast,San Sebastian is flavorful Colombian coffee that stands on its own as a tasty and flavorful cup of coffee!,Process Washed,Sub Region Huila,Harvest Time Nov 2017-Jan 2018,Elevation 1500 - 1900,Producer Occicafe,Varietal Caturra/Colombia
240,Tarrazu French,Single Origins,Chocolaty & Sweet,14.25,12.0,340.1942774959533,12.0,A classic expression of Costa Rica with hints of Milk Chocolate and Nut,"Enjoy this classic cup of coffee from a master among roasters. Deep and dark, with notes of rich caramel, walnut and cola. Milk drinkers, you're invited to this party.",George Howell,"Boston, MA",Dark Roast,"Plumes of dark roast aromas. Intertwined rich caramel, walnut and cola notes. Tarrazu is a land of small farmers in a tumultuous landscape of lush green peaks, some rising over 10,000 feet, and valleys. The climate has well defined seasons: the long dry season, from December to April, coincides perfectly with the coffee harvest, leading to very even, full ripening - ideal for preparing quality coffee.",Process Washed,Sub Region Tarrazu,Harvest Time January 2018 ,Elevation 1190 - 1890,,Varietal Caturra & Catuai
241,Tarrazu French,Single Origins,Chocolaty & Sweet,14.25,12.0,340.1942774959533,12.0,A classic expression of Costa Rica with hints of Milk Chocolate and Nut,"Enjoy this classic cup of coffee from a master among roasters. Deep and dark, with notes of rich caramel, walnut and cola. Milk drinkers, you're invited to this party.",George Howell,"Boston, MA",Dark Roast,"Plumes of dark roast aromas. Intertwined rich caramel, walnut and cola notes. Tarrazu is a land of small farmers in a tumultuous landscape of lush green peaks, some rising over 10,000 feet, and valleys. The climate has well defined seasons: the long dry season, from December to April, coincides perfectly with the coffee harvest, leading to very even, full ripening - ideal for preparing quality coffee.",Process Washed,Sub Region Tarrazu,Harvest Time January 2018,Elevation 1190 - 1890,,Varietal Caturra & Catuai
244,Kurimi Organic Ethiopia,Single Origins,Chocolaty & Sweet,24.0,12.0,340.1942774959533,12.0,A classic expression of Ethiopia with hints of Ripe Fruit and Ripe Fruit,"Syrupy-bodied and candy-sweet, this masterfully balanced coffee lingers on the palate and reminds you of the better times (when you still had coffee in your mug).",Intelligentsia,"Chicago, IL",Light Roast,"Kurimi takes its name — and its inspiration — from an Amharic reference to excellence. This year's Kurimi delivers the mesmerizing floral aromatics that are its trademark and flavors of honeydew melon, passionfruit and lemon curd.",Process Washed,Sub Region Chelbesa Gedeo Zone,Harvest Time December 2017 - January 2018,,Producer Metad + local smallholders,Varietal Ethiopian heirlooms
248,Black Magic - Espresso Blend,Blends,Syrupy & Smooth,14.95,12.0,340.1942774959533,12.0,none,"Here’s espresso 101: No single bean can make it; it’s gotta be a blend. And this one stands up among the very best. Thick, rich and creamy, as it should be.",Groundwork,"Los Angeles, CA",Medium Roast,"There is no single espresso coffee bean, only blends, and this one is a tribute to the classic espressos of Italy. We’ve peak-roasted our Black Magic espresso to focus on sweetness, developing a thick, rich crema with bright berry flavors and a touch of chocolate. Saluti!",Process Natural/Dry Processed,,,,,Varietal Arabica
252,Colombia Luis Reinoso,Single Origins,Sweet & Tart,20.0,12.0,340.1942774959533,12.0,none,"Make good mornings, great mornings. This single origin is anything but ordinary with its fruity finish (a nod to its Colombian origin).",Madcap,"Grand Rapids, MI",Medium Roast,"Luis has a small farm named Finca Vista Hermosa (“farm with a beautiful view”) in Campohermoso, Herrera. This coffee stands out with its vibrant flavors derived from high and consistent elevations, a great mico-climate, and attention to detail throughout its life.",Process Washed,Sub Region Herrera Tolima,Harvest Time November 2017,Elevation 1700 - 1800,Producer Luis and Yenny Reinoso,Varietal Caturra Bourbon
253,West Pole Dark Roast,Blends,Comforting & Rich,14.0,12.0,340.1942774959533,12.0,Nostalgic with hints of Roastiness and Milk Chocolate,"Dark roasted but you won't find any smoke or ash in this cup - only rich, full-bodied flavors that show off the hard work of the producers behind this blend. (Formerly known as Mezzanote.)",Cuvee,"Austin, TX",Medium-Dark Roast,"Most people’s initial encounter with a dark roast is a cup full of smoke and ash, but we think coffee should be more than that. We strive to maintain distinctive origin flavors while softening the acidity and highlighting molasses and spice characteristics. This coffee is a shining example of our craft, providing enough roast development to please those who look for deep character, but applied with a delicate hand to still deliver a true coffee experience.",Process Washed,Sub Region Huila,,Elevation 1900,,Varietal Caturra Colombia
254,Ethiopia Guji Organic,Single Origins,Fruity & Crisp,17.65,12.0,340.1942774959533,12.0,"Packed with bold notes of Berry Fruit, Milk Chocolate and Berry Fruit","Rich, silky body delivering big, juicy fruit sweetness and soft acidity. It's like a silky-smooth fruit explosion, in the best way.",DOMA,"Post Falls, ID",Light-Medium Roast,"Melon aromas, berry and chocolate flavors, brown sugar aftertastes, a smooth acidity, a silky body and a bold sweetness.",Process Natural/Dry Processed,Sub Region Guji,,,,Varietal Heirloom
255,"Santa Julia, El Salvador",Single Origins,Sweet & Tart,17.5,12.0,340.1942774959533,12.0,none,"Sweet and citrusy, with a smooth butterscotch-and-marmalade thing going on that we could drink all day.",Merit,"San Antonio, TX",Light-Medium Roast,"Elegant yet utterly ""crushable,"" this sweet coffee from Finca Santa Julia is the perfect all-day cup.",Process Washed,Sub Region Santa Ana,,Elevation 1545,Producer Salaverria Family,Varietal Pacas Bourbon
256,Dark,Blends,Comforting & Rich,14.0,12.0,340.1942774959533,12.0,Nostalgic with hints of Milk Chocolate and Roastiness,"Sultry smokiness, meet creamy sweetness. Will opposites attract? They do in this dark cup that brings out the best of each quality.",Gimme!,"Ithaca, NY",Medium-Dark Roast,"This blend is based on a mix of creamy, nutty coffees roasted to bring out wisps of toasted caramel and hints of smoke yielding a rich and full coffee. We take this blend right before second crack, allowing the characteristics of the coffee to shine through the dry distillation qualities developed later in the roast.",Process Washed,,,,,Varietal Bourbon Mundo Novo Red and Yellow Catua Topazio
257,Klatch House Espresso,Blends,Syrupy & Smooth,14.5,12.0,340.1942774959533,12.0,none,"No competition here: This much-awarded espresso blend puts its game face on in the form of semi-sweet, zesty, full-body flavored. Plays well with milk.",Klatch,"Rancho Cucamonga, CA",Medium-Dark Roast,"This rich, syrupy sweet chocolate espresso blend has been a competition winner, time and time again. Klatch House Espresso is the hallmark of semi-sweet chocolate, orange zest, cinnamon stick and walnut, with a full body. Great with milk.",Process Washed Pulped Natural,,,,,Varietal Various
258,Italian Roast,Blends,Comforting & Rich,14.5,12.0,340.1942774959533,12.0,Nostalgic with hints of Savoriness and Milk Chocolate,"Picture it: Venice. You and your favorite, a cafe, this coffee. You’ll go to there (if only in your head) with a sip of this rich, smooth, medium-dark blend.",Klatch,"Rancho Cucamonga, CA",Medium-Dark Roast,"This full bodied blend will give you a taste of the romantic Italian cafes of Venice, as if you are sitting alongside the canals with a wonderful cup of coffee in your hand. Rich and smooth.",Process Washed,,,,,Varietal Various
259,FTO Rainforest Blend,Blends,Comforting & Rich,14.95,12.0,340.1942774959533,12.0,Nostalgic with hints of Milk Chocolate and Brown Sugar,Smooth with a side of surprise. Dark with a little light. That’s the rainforest. And this coffee with a combination of tastes that seem like a force of nature.,Klatch,"Rancho Cucamonga, CA",Medium-Dark Roast,"A perfect example of a smooth Central and South American taste. This organic blend offers sweet, smooth and robust flavors of dark chocolate, brown sugar and caramel. It also works great as espresso.",Process Washed,,,,,Varietal Various
260,Parts & Labor Blend,Blends,Balanced & Fruity,16.5,12.0,340.1942774959533,12.0,"Hints of Milk Chocolate, Brown Sugar and Sweet Vanilla",Great materials here—the best Brazil and Ethiopian coffees—mean you won’t need to sweat the labor too much for a great cup. Its smooth body delivers every time.,Maquina,"West Chester, PA",Medium Roast,"This blend was created for sweetness, balance and more sweetness. It is a blend of pulp natural Brazil and Ethiopian coffees that give this cup a dense body, chocolate and hints of red fruit and floral notes. This is a great choice for both the coffee geek and the person who just wants to drink an uncomplicated but delicious cup of coffee. Great for espresso and any brewing you do at home.",Process Washed Pulped Natural,,,Elevation 1100,,Varietal Catuai Ethiopia Heirloom Elevation 1100
261,Skeleton Key Decaf,Single Origins,Chocolaty & Sweet,17.0,12.0,340.1942774959533,12.0,A classic expression of Peru with hints of Milk Chocolate and Nut,"Coffee, hold the jolt. A solid and seasonal decaf with nutty sweetness that puts some meat on the bones (so to speak). Sip it freely, anytime of day.",Huckleberry,"Denver, CO",Medium-Dark Roast,"Skeleton Key is a seasonally-rotating decaffeinated coffee chosen for versatility, with chocolatey and nutty sweetness and a round body. It works well as espresso or drip, with or without milk, and we only use Swiss Water Processed or Mountain Water Processed beans. We think it's tasty, and a great option for when we want coffee, without jitters.",Process Washed,,Harvest Time July-October Varietal Bourbon Typica Caturra,,,Varietal Bourbon Typica Caturra
262,Phocea,Blends,Comforting & Rich,13.0,12.0,340.1942774959533,12.0,Nostalgic with hints of Milk Chocolate and Earthiness,"Take a trip, in your cup. Inspired by a stop on the spice trail from Africa, this coffee blazes its own trail with a hint of spice enlivening a roasty base.",La Colombe,"Philadelphia, PA",Medium-Dark Roast,"This coffee is about a journey--of spices, flavors, ideas. Phocea was inspired by the French city Marseille, which historically stood as the European entryway on the spice trail from Africa. With a roasty flavor and just a hint of black pepper, this brew is a gateway to new coffee experiences.",Process Washed Pulped Natural,,,,,Varietal Arabica
263,Louisiane,Blends,Comforting & Rich,14.0,12.0,340.1942774959533,12.0,Nostalgic with hints of Milk Chocolate and Earthiness,"New Orleans-inspired coffee with go-marching-in boldness. Earthy and smooth, it explores everything about coffee that made us fall in love.",La Colombe,"Philadelphia, PA",Medium-Dark Roast,"Louisiane, a bold and earthy brew, is a love letter to New Orleans, the original U.S. coffee town. This blend is about getting back to the roots of the American coffee tradition—and finding that mineral, smoky smoothness that got this country hooked on it in the first place.",Process Washed Pulped Natural,,,,,Varietal Arabica
264,Afrique,Blends,Balanced & Fruity,14.0,12.0,340.1942774959533,12.0,"Hints of Berry Fruit, Nut and Spice","This one pays homage to coffee’s birthplace by celebrating everything we love about the stuff: roasty, earthy and bright. Perfect for parties and Mondays alike.",La Colombe,"Philadelphia, PA",Medium Roast,"Africa. It’s where coffee originated. It’s home to thousands of farmers who cultivate the beautiful coffee fruit, and home to the heart of our founder, Todd Carmichael. This brew showcases the fruity potential of coffee without abandoning the traditional coffee flavors of cocoa and warm spices.",Process Washed Natural/Dry Processed,,,,,Varietal Arabica
265,Wallabout,Blends,Balanced & Fruity,14.0,8.0,226.79618499730225,8.0,"Hints of Milk Chocolate, Sweet Vanilla and Nut",Wallabout throws its weight around but you won't mind once your cup is filled with pure full-bodied comfort. Great for your french press & ready for milk.,Parlor,"Brooklyn, NY",Medium Roast,"Wallabout is our most stalwart offering currently being composed of Colombia Los Naranjos and Peru Sandia Valley. With Wallabout, we offer an expression which showcases coffee’s more comforting elements. In its current iteration Wallabout shows its weight with flavors of milk chocolate, molasses and bittersweet cocoa.",Process Washed,,,,,
266,"Konga, Ethiopia",Single Origins,Subtle & Delicate,17.75,12.0,340.1942774959533,12.0,"Complex with notes of Florals, Citrus and Sweet Vanilla",Wake up before you go-go. The familiar citrus punch of this classic from coffee’s birthplace adds a twist of smooth spiciness to keep it interesting.,Irving Farm,"New York, NY",Light-Medium Roast,"Classic Yirgacheffe profile, floral jasmine aromatics upfront with lemon zest, followed by plum sweetness and black pepper finish.",Process Washed,,,,,
267,Daterra,Single Origins,Fruity & Crisp,16.5,12.0,340.1942774959533,12.0,"Packed with bold notes of Milk Chocolate, Berry Fruit and Sweet Vanilla",Berry sweetness and barely-there acidity make this one easy to love. Hints of vanilla and cherry round out an exceptionally smooth cup.,George Howell,"Boston, MA",Light-Medium Roast,"A light roasted classic natural processed coffee from a country that has traditionally specialized in naturals because of its dry climate. Daterra selects only the ripest coffee cherries to slowly dry, yielding very sweet, vanilla tinged blueberry and cherry notes. This is a 100% Bourbon coffee for those who want sweetness with no bitterness and a bare minimum of acidity.",Process Natural/Dry Processed,Sub Region Cerrado,Harvest Time July 2017,Elevation 3600 - 3900,Producer Luis Norberto Pascoal,Varietal Bourbon 
268,Decaf Colombia La Serrania,Single Origins,Chocolaty & Sweet,14.0,8.0,226.79618499730225,8.0,A classic expression of Colombia with hints of Brown Sugar and Tropical Fruit,"Found: a solid decaf with classic Colombian flavor, no compromise. Blended with care to preserve its sweet but true-to-its roots taste.",Parlor,"Brooklyn, NY",Medium Roast,Smallholder farmers throughout Huila contribute to La Serrania. This blend of lots is decaffeinated with a natural byproduct of Colombian-grown sugar cane. Our roast results in a superior decaf with fresh tropical fruit and molasses notes.,Process Washed,Sub Region Huila,,Elevation 1500 - 1900,Producer Smallholder Farmers,
269,Decaf Blackstrap,Single Origins,Comforting & Rich,15.25,12.0,340.1942774959533,12.0,Nostalgic with hints of Milk Chocolate and Nut,Full-bodied & balanced with plenty of sweetness means it pairs perfectly with milk. Swiss Water Process decaffeination means there's no need to worry about jitters.,Irving Farm,"New York, NY",Medium-Dark Roast,"Smooth and inviting, a rich coffee with deep undertones of caramel, raisin and warm spices.",Process Natural/Dry Processed,Sub Region Mogian,Harvest Time May-July,Elevation 800 - 1200,,
270,Chicago House Blend,Blends,Sweet & Smooth,16.0,12.0,340.1942774959533,12.0,A traditional base with hints of Milk Chocolate and Roastiness,"Much like the city where house music started, here’s a blend that merges the fine art of Latin coffee-making with the friendly notes of citrusy sweetness.",Passion House,"Chicago, IL",Medium Roast,"The Chicago House blend is inspired by the genre of electronic dance music that originated in Chicago in the early 1980s. House music has been a staple in the Chicago music scene, and this blend is a staple in our line-up. A fine blend of coffees from Latin America that combine to bring out notes of milk chocolate, honey and lemon zest. This blend is balanced with flavors that will move your body and go on and on.",Process Washed Pulped Natural,Sub Region Cajamarca Minais Gerais Harvest Time October 2017 Varietal Typica Yellow Bourbon Elevation 1100,Harvest Time October 2017 Varietal Typica Yellow Bourbon Elevation 1100,,,Varietal Typica Yellow Bourbon
271,Monte Carlo Decaf,Blends,Comforting & Rich,14.0,12.0,340.1942774959533,12.0,Nostalgic with hints of Milk Chocolate and Earthiness,"An odds-on favorite in the caffeine-free category. Full yet moderate in its approach, a rich flavor gives in to moderate acidity.",La Colombe,"Philadelphia, PA",Medium-Dark Roast,"The quintessential classic decaf coffee with everything: rich flavor and aroma, full body and moderate acidity in perfect balance, yet without the caffeine. Monte Carlo is extraordinary in every brewing process from French press to filter coffee to espresso.",Process Washed,,,,,Varietal Arabica
272,Fishtown,Blends,Balanced & Fruity,15.0,12.0,340.1942774959533,12.0,"Hints of Savoriness, Berry Fruit and Citrus",Compliments come quickly (no fishing required) for a bright and balanced coffee named for the roaster’s eclectic home base.,La Colombe,"Philadelphia, PA",Light-Medium Roast,"Named for the Philadelphia neighborhood that's home to our flagship café, the Fishtown seasonal blend has bright fruit flavors and ample balance. As complex and eclectic as our hometown.",Process Washed Natural/Dry Processed,,,,,Varietal Arabica
273,Rocketeer,Blends,Sweet & Smooth,14.0,12.0,340.1942774959533,12.0,A traditional base with hints of Spice and Savoriness,"Ground control, this coffee needs to land in everyone’s lineup. Smooth and rich, spicy with a bit of citrus—it’s just a people pleaser.",Atomic,"Salem, MA",Medium Roast,A smooth blend of Honduras and Indonesia that yields a sweet cup of chocolate and spice with a faint hint of citrus.,Process Washed,,, Elevation 1300,,Varietal Bourbon Typica Catuai Caturra
274,Bitches Brew,Blends,Roasty & Smoky,14.95,12.0,340.1942774959533,12.0,"Classic, nostalgic, comforting flavors","A smoky club, a smoky cup and all that jazz. Deep and stirring (even when stirred), like a legendary Miles Davis number, this is one to put on repeat.",Groundwork,"Los Angeles, CA",Dark Roast,"Named after the legendary Miles Davis album, this blend is dark and electric, a noir classic for the ages. If you like your coffee like your jazz—incredibly dark, smoky and fascinating—Bitches Brew is for you.",Process Natural/Dry Processed,,,,,Varietal Arabica
275,Blendo Stupendo,Blends,Sweet & Smooth,12.95,10.0,283.4952312466278,10.0,A traditional base with hints of Milk Chocolate and Brown Sugar,This one reaches back to America’s coffee-drinking heritage with a blend that reads old-school but feels thoroughly right now.,Sterling,"Portland, OR",Medium Roast,"Blendo Stupendo is the George Washington of coffee. Composed of top quality Central and South American beans, the Stupendo is sourced and roasted to taste like the coffee our country grew up drinking. With classic flavors like rich chocolate, caramel and a hint of toasted nuts, Stupendo will get you across the Delaware (or at least it’ll get you to work). Medium roasted for every preparation.",Process Washed Pulped Natural,,,Elevation 1250,,Varietal Caturra Yellow Icatu Elevation 1250
276,Black Bear Blend,Blends,Comforting & Rich,12.0,8.0,226.79618499730225,8.0,Nostalgic with hints of Milk Chocolate and Roastiness,"Here’s a black bear you’ll run towards. Strong but velvety, dark and complex, it’s a welcome guest at breakfast (or anytime).",Airship,"Bentonville, AR",Medium-Dark Roast,"Complex, velvety and roasted darker to bring out a rich body.",Process Washed,,,,,Varietal Mixed
277,Bourbon,Blends,Balanced & Fruity,15.0,12.0,340.1942774959533,12.0,"Hints of Tropical Fruit, Florals and Sweet Vanilla","This one’s inspired by the island of bourbon, which first cultivated this standout variety now grown worldwide. This bourbon may cause a buzz—but no hangover.",La Colombe,"Philadelphia, PA",Light-Medium Roast,Our Bourbon blend is named after the Indian Ocean island where it was originally cultivated. Bourbon coffee is famous for its full body and delicate sweetness.,Process Washed Natural/Dry Processed,,,,,Varietal Arabica
278,The Waverly,Blends,Syrupy & Smooth,14.0,12.0,340.1942774959533,12.0,none,"Everyone loves a classic—which is why this signature espresso is a fan favorite. It’s blended for balance, with a little bit of sweetness.",Joe,"New York, NY",Medium Roast,"Named for our first store, the Waverly is our signature espresso, blended for balance, nuance and a syrupy body. The foundation of the blend is a coffee from the Cenfrocafe Cooperative in Cajamarca, Peru. It is accented by the San Carlos from Antigua, Guatemala, which adds a pleasant roundness to the blend.",Process Washed,Sub Region Cajamarca Peru; Tarqui Huila Colombia,Harvest Time Peru: July-September Colombia: April-July September-February,Elevation 1200,,Varietal Typica Caturra Bourbon Pache Colombia
279,Rally,Blends,Balanced & Fruity,16.5,12.0,340.1942774959533,12.0,"Hints of Nut, Milk Chocolate and Berry Fruit","Welcome to your comfort zone. This Fair Trade Organic blend is mild and smooth, with a slightly milky base. Ready when you need to rally.",Gimme!,"Ithaca, NY",Light-Medium Roast,"This Fair Trade Organic blend is mild and smooth, with a comforting milk chocolate base. Crowd-pleasing flavor makes this the perfect blend to kickstart any rally. Each blend starts with a flavor idea. The coffee team takes this idea into the cupping room, where they combine our rotating stock of fresh crop single-origin coffees and our roasters' expertise to build a unique blend that is greater than the sum of its parts.",Process Washed,,,,,Varietal Typica Caturra Pache Bourbon Catimor Catuai
280,Organic Driftless,Blends,Sweet & Smooth,14.5,12.0,340.1942774959533,12.0,A traditional base with hints of Milk Chocolate and Brown Sugar,"You know when all your favorite stars are cast in one movie? That’s this coffee. A blend of fan favorites, guaranteed to hold your attention.",Kickapoo,"Viroqua, WI",Medium Roast,"Here's a coffee for people who know what they like and like what they know. Classic, reliable, tried-and-true–call it whatever you like, Driftless is just plain lovely. Created by selecting popular Central and South American coffees, choosing the lots that have been crowd-pleasers in years past, and roasting them to a medium, cozy depth to make sure that goodness stays sweet and balanced.",Process Washed,Sub Region Concepcion Huista Producer CODECH Cooperative ,Harvest Time March 2017,Elevation 1750,,Varietal Caturra Catuai Pache Verde Bourbon & Colombia Castillo
281,Nightcap House Decaf,Blends,Chocolaty & Sweet,15.0,12.0,340.1942774959533,12.0,A classic expression of Nicaragua with hints of Milk Chocolate and Sweet Vanilla,"Decaffeinated using the Swiss Water process, this relaxed, easy drinking blend comes from a collaboration between Fincas Mierisch and the Pulley Collective.",Joe,"New York, NY",Medium Roast,"We are especially proud of Nightcap, a decaffeinated offering made possible through our partnership with Fincas Mierisch and the Pulley Collective. This coffee has nuances of cocoa powder, honey and dried fruit. It is decaffeinated using the Swiss Water process.",Process Washed,Sub Region Matagalpa,Harvest Time November-February,Elevation 900,,Varietal Red Catuaí Yellow Catuaí
282,Decaf Angel City,Blends,Balanced & Fruity,15.95,12.0,340.1942774959533,12.0,"Hints of Berry Fruit, Brown Sugar and Milk Chocolate","Organic and water-processed, this blend is 99.7% caffeine-free but still delivers plenty of crisp acidity. A perfect choice for an evening pour-over.",Groundwork,"Los Angeles, CA",Light Roast,"Just because it’s decaf doesn’t mean it has to be bland. This organic, water-processed blend has plenty of crisp acidity and aromatics throughout the cup. Guaranteed 99.7% caffeine-free, Decaf Angel City says, “Go ahead and grab the big cup.”",,,,,,Varietal Arabica
283,Decaf Librarian's Blend,Blends,Sweet & Smooth,17.0,12.0,340.1942774959533,12.0,A traditional base with hints of Citrus and Nut,"Everything you could want from a high quality decaf. Smooth, chocolatey and nostalgic with just a touch of sparkle makes this your new go-to match any mood.",Intelligentsia,"Chicago, IL",Medium Roast,A smooth chocolate base with a bit of lime sparkle makes this water processed coffee a steady and reassuring choice.,Process Washed,,,,,Varietal Bourbon
284,Hunky Dory Decaf,Blends,Sweet & Smooth,20.5,12.0,340.1942774959533,12.0,A traditional base with hints of Brown Sugar and Ripe Fruit,"The name says it all. This blend goes with the flow—changing its tune a bit with the seasons, but remaining a fan favorite.",Sightglass,"San Francisco, CA",Medium Roast,"Hunky Dory is a faithful friend with something for everyone to love. Not finicky about any particular brew method, the extraordinary qualities of this coffee shine through in every cup. We carefully adjust the blend as the seasons change to maintain the balance that has made Hunky Dory a favorite go-to in our lineup.",Process Washed,,,,,
285,Decaf Brazil,Blends,Sweet & Smooth,14.0,12.0,340.1942774959533,12.0,A traditional base with hints of Milk Chocolate and Brown Sugar,"One very indulgent cup of coffee, that happens to lack caffeine. Chocolatey and rich, with decadent caramel sweetness. Very, very good.",Atomic,"Salem, MA",Medium Roast,A sweet cup of coffee layered with caramel and honey sweetness on top of chocolate. A medium roast coffee with rounded flavor and a short-medium finish.,Process Washed,,,Elevation 800,,
286,Brazil Fazenda Primavera,Single Origins,Funky & Fruity,16.45,16.0,453.5923699946045,16.0,none,"A versatile, easy-drinking coffee. Any way you brew it, we bet you'll enjoy its rich chocolatey notes and smooth finish.",Anodyne,"Milwaukee, WI",Medium Roast,"One of the main assets of the Fazenda Primavera is its commitment to responding to new agricultural research and new trends in consumer preference. For example, microlots are dried on raised beds, coffee is intercropped with shade trees, and coffee is evaulated constantly to find the best cup profiles.",Process Natural/Dry Processed,Sub Region Chapada De Minas ,Harvest Time September 2017,Elevation 1000 - 1000,Producer Ricardo Tavares ,Varietal Yellow Catuai
287,Brazil Fazenda Primavera,Single Origins,Funky & Fruity,16.45,16.0,453.5923699946045,16.0,none,"A versatile, easy-drinking coffee. Any way you brew it, we bet you'll enjoy its rich chocolatey notes and smooth finish.",Anodyne,"Milwaukee, WI",Medium Roast,"One of the main assets of the Fazenda Primavera is its commitment to responding to new agricultural research and new trends in consumer preference. For example, microlots are dried on raised beds, coffee is intercropped with shade trees, and coffee is evaulated constantly to find the best cup profiles.",Process Pulped Natural,Sub Region Minais Gerais,Harvest Time September 2017,Elevation 1000 - 1050,,Varietal Mundo Novo
288,Brazil Fazenda Primavera,Single Origins,Fruity & Crisp,15.0,12.0,340.1942774959533,12.0,"Packed with bold notes of Nut, Milk Chocolate and Sweet Vanilla","Step inside small-producer heaven with a perky, acidic but smooth example from a corner of the world where coffee’s an art we can all appreciate.",Passion House,"Chicago, IL",Light-Medium Roast,"Fazenda Primavera is located in Angelândia, Minas Gerais, between 1000 to 1050 meters above sea level, which promotes the cultivation of specialty coffee. The farm certificates include Fair Trade, Rainforest Alliance, UTZ, Minas Coffee and Brazilian Specialty Coffee Association. Among all coffee regions, this area is the most important for small producers and is essential to the local economy. Tasting notes: cocoa, nougat, almond.",Process Natural/Dry Processed,Sub Region Chapada De Minas ,Harvest Time September 2017,Elevation 1000 - 1000,Producer Ricardo Tavares ,Varietal Yellow Catuai
289,Brazil Fazenda Primavera,Single Origins,Fruity & Crisp,15.0,12.0,340.1942774959533,12.0,"Packed with bold notes of Nut, Milk Chocolate and Sweet Vanilla","Step inside small-producer heaven with a perky, acidic but smooth example from a corner of the world where coffee’s an art we can all appreciate.",Passion House,"Chicago, IL",Light-Medium Roast,"Fazenda Primavera is located in Angelândia, Minas Gerais, between 1000 to 1050 meters above sea level, which promotes the cultivation of specialty coffee. The farm certificates include Fair Trade, Rainforest Alliance, UTZ, Minas Coffee and Brazilian Specialty Coffee Association. Among all coffee regions, this area is the most important for small producers and is essential to the local economy. Tasting notes: cocoa, nougat, almond.",Process Pulped Natural,Sub Region Minais Gerais,Harvest Time September 2017,Elevation 1000 - 1050,,Varietal Mundo Novo
290,Karmadillo Dark Espresso Blend,Blends,Roasty & Smoky,14.0,12.0,340.1942774959533,12.0,"Classic, nostalgic, comforting flavors","For those among us who live la vida mocha: here's your go-to. With incredible depth and chocolaty sweetness, this one packs a wallop you won't soon forget.",Cuvee,"Austin, TX",Medium-Dark Roast,"This Espresso is no joke. It packs a punch to feel as if you were brought back to life. The more developed roast profile was inspired by our founder's first trip to the Pacific North West, back in 2001. When combined with steamed milk, it tastes like you're drinking a mocha, without adding chocolate. This blend of Central and South American coffees is spiked with a little exotic flavor, from Sumatra and Ethiopia, to satisfy that wild streak in all of us.",Process Washed Natural/Dry Processed Pulped NaturalWet-hulled,,,Elevation 1150,,Varietal Yellow Bourbon Yellow Catuai Caturra Pache Crowned Garuda Heirloom
291,Burundi Karehe Single Origin Espresso,Single Origins,Deep & Rich,17.5,12.0,340.1942774959533,12.0,none,"Rich and luscious, full-bodied and chocolaty, sticky-sweet like cherry syrup. This one can take milk with the best of 'em, sure, but is plenty delicious all on its own.",Temple,"Sacramento, CA",Medium-Dark Roast,"This espresso offering comes to us from a Burundi cooperative composed of 508 farmers who are all members of the International Women in Coffee Association (IWCA.) The IWCA opened their Burundi chapter in 2011 and has empowered women in the area to develop skills and enhance their roles in Burundian society. This offering was washed and processed at the Karehe Washing Station, a facility that has historically produced award-winning coffees.",Process Washed,Sub Region Ngozi Province,,Elevation 1760,Producer Karehe Washing Station,Varietal Bourbon
292,Decaf Chicago House Blend,Blends,Balanced & Fruity,15.0,12.0,340.1942774959533,12.0,"Hints of Nut, Milk Chocolate and Ripe Fruit","Caffeine’s gone, but flavor’s still in the house. Everything that works in the caffeinated version—sweet, velvety perfection—is still at play here.",Passion House,"Chicago, IL",Medium Roast,"Who says decaf coffee has to be flavorless? With notes of melon, caramel candy and dark chocolate, this coffee is roasted to a medium roast to retain the sweetness and complexity of the original coffees.",Process Pulped Natural,Sub Region Minais Gerais,Harvest Time September 2017,Elevation 1100,,Varietal Bourbon Icatu
293,Crazy Goat,Blends,Comforting & Rich,14.5,12.0,340.1942774959533,12.0,Nostalgic with hints of Milk Chocolate and Spice,High on a hill with a lonely goatherd...sums up the tale behind this complex blend that keeps things balanced but isn’t afraid to get a little crazy.,Klatch,"Rancho Cucamonga, CA",Medium-Dark Roast,"A full-bodied blend with a name dating back to the beginning of coffee when it was discovered by a goat herder named Kaldi. This is a robust blend with notes of dark chocolate, tobacco, and hints of spice in aroma and cup. Crazy Goat is perfect for those looking for a balanced but assertive cup.",Process Washed,,,,,Varietal Various
